bldg_name,district,sq_ft,price
Sun Hung Kai Centre,WAN CHAI,"Sun Hung Kai Centre
WAN CHAI
Rental: HKD 50,875 / 55 p.s.f.
Size: 925 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 81416","50,875"
Wellable Commercial Building,CAUSEWAY BAY,"Wellable Commercial Building
CAUSEWAY BAY
Rental: HKD 50,820 / 30 p.s.f.
Size: 1,694 s.f.
Partially Fitted, Low Floor
Prop.#: 91152","50,820"
Wellable Commercial Building,CAUSEWAY BAY,"Wellable Commercial Building
CAUSEWAY BAY
Rental: HKD 50,820 / 30 p.s.f.
Size: 1,694 s.f.
Fully Fitted, Low Floor
Prop.#: 91153","50,820"
Wellable Commercial Building,CAUSEWAY BAY,"Wellable Commercial Building
CAUSEWAY BAY
Rental: HKD 50,820 / 30 p.s.f.
Size: 1,694 s.f.
Fully Fitted
Prop.#: 91154","50,820"
Wellable Commercial Building,CAUSEWAY BAY,"Wellable Commercial Building
CAUSEWAY BAY
Rental: HKD 50,820 / 30 p.s.f.
Size: 1,694 s.f.
Fully Fitted, High Floor
Prop.#: 91155","50,820"
Cosco Tower,SHEUNG WAN,"Cosco Tower
SHEUNG WAN
Rental: HKD 50,800 / 40 p.s.f.
Size: 1,270 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 19588","50,800"
"Yee Wo Street, 68",CAUSEWAY BAY,"Yee Wo Street, 68
CAUSEWAY BAY
Rental: HKD 50,760 / 27 p.s.f.
Size: 1,880 s.f.
Fully Fitted, Low Floor
Prop.#: 90777","50,760"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 50,750 / 70 p.s.f.
Size: 725 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 85814","50,750"
Landmark South,WONG CHUK HANG,"Landmark South
WONG CHUK HANG
Rental: HKD 50,706 / 27 p.s.f.
Size: 1,878 s.f.
Bare Shell, High Floor, Mountain View
Prop.#: 83550","50,706"
Manning House,CENTRAL,"Manning House
CENTRAL
Rental: HKD 50,700 / 65 p.s.f.
Size: 780 s.f.
Fully Fitted, Low Floor
Prop.#: 32091","50,700"
Koon Fook Centre,TSIM SHA TSUI,"Koon Fook Centre
TSIM SHA TSUI
Rental: HKD 50,653 / 37 p.s.f.
Price: HKD 15.1M / 11,000 p.s.f.
Size: 1,369 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 46892","50,653"
Star House,TSIM SHA TSUI,"Star House
TSIM SHA TSUI
Rental: HKD 50,605 / 29 p.s.f.
Size: 1,745 s.f.
Fully Fitted, Mid Floor, Garden View
Prop.#: 55624","50,605"
Harbour Commercial Building,SHEUNG WAN,"Harbour Commercial Building
SHEUNG WAN
Rental: HKD 50,600 / 23 p.s.f.
Price: HKD 38.0M / 17,272 p.s.f.
Size: 2,200 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 883","50,600"
Tai Yau Building,WAN CHAI,"Tai Yau Building
WAN CHAI
Rental: HKD 50,561 / 31 p.s.f.
Size: 1,631 s.f.
Fully Fitted, High Floor
Prop.#: 26979","50,561"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 50,400 / 70 p.s.f.
Size: 720 s.f.
Fully Fitted, Low Floor
Prop.#: 90267","50,400"
Wyndham Place,CENTRAL,"Wyndham Place
CENTRAL
Rental: HKD 50,400 / 28 p.s.f.
Size: 1,800 s.f.
Fully Fitted, High Floor, City View
Prop.#: 88164","50,400"
Yee On 168 (E168),SHEUNG WAN,"Yee On 168 (E168)
SHEUNG WAN
Rental: HKD 50,400 / 30 p.s.f.
Size: 1,680 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 49497","50,400"
Yee On 168 (E168),SHEUNG WAN,"Yee On 168 (E168)
SHEUNG WAN
Rental: HKD 50,400 / 30 p.s.f.
Size: 1,680 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 45913","50,400"
K Wah Centre,NORTH POINT,"K Wah Centre
NORTH POINT
Rental: HKD 50,347 / 23 p.s.f.
Size: 2,189 s.f.
Bare Shell, Mid Floor, Open View
Prop.#: 69777","50,347"
Cheong Sun Tower,SHEUNG WAN,"Cheong Sun Tower
SHEUNG WAN
Rental: HKD 50,284 / 26 p.s.f.
Size: 1,934 s.f.
Bare Shell, Low Floor, Open View
Prop.#: 4499","50,284"
Millennium City 1 - Standard Chartered Tower,KWUN TONG,"Millennium City 1 - Standard Chartered Tower
KWUN TONG
Rental: HKD 50,275 / 25 p.s.f.
Size: 2,011 s.f.
Bare Shell, High Floor, Open View
Prop.#: 89015","50,275"
Fairmont House,CENTRAL,"Fairmont House
CENTRAL
Rental: HKD 50,248 / 44 p.s.f.
Size: 1,142 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 35624","50,248"
Tern Plaza,TSIM SHA TSUI,"Tern Plaza
TSIM SHA TSUI
Rental: HKD 50,208 / 32 p.s.f.
Size: 1,569 s.f.
Partially Fitted, City View
Prop.#: 91490","50,208"
Lippo Centre - Tower 2,ADMIRALTY,"Lippo Centre - Tower 2
ADMIRALTY
Rental: HKD 50,190 / 42 p.s.f.
Size: 1,195 s.f.
Fully Fitted, High Floor, Open View
Prop.#: 17690","50,190"
Millennium City 2,KWUN TONG,"Millennium City 2
KWUN TONG
Rental: HKD 50,176 / 28 p.s.f.
Size: 1,792 s.f.
Fully Fitted, High Floor, City View
Prop.#: 30514","50,176"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 50,160 / 33 p.s.f.
Size: 1,520 s.f.
High Floor
Prop.#: 92195","50,160"
"Austin Road, 102",JORDAN,"Austin Road, 102
JORDAN
Rental: HKD 50,148 / 28 p.s.f.
Size: 1,791 s.f.
Bare Shell, Low Floor, City View
Prop.#: 77577","50,148"
AIA Tower,NORTH POINT,"AIA Tower
NORTH POINT
Rental: HKD 50,106 / 42 p.s.f.
Size: 1,193 s.f.
Fully Fitted
Prop.#: 92152","50,106"
Lippo Leighton Tower,CAUSEWAY BAY,"Lippo Leighton Tower
CAUSEWAY BAY
Rental: HKD 50,004 / 25 p.s.f.
Size: 1,978 s.f.
Fully Fitted, High Floor, Open View
Prop.#: 46008","50,004"
China Insurance Group Building,SHEUNG WAN,"China Insurance Group Building
SHEUNG WAN
Rental: HKD 50,002 / 22 p.s.f.
Size: 2,300 s.f.
Fully Fitted, High Floor, City View
Prop.#: 72889","50,002"
Beautiful Group Tower,SHEUNG WAN,"Beautiful Group Tower
SHEUNG WAN
Rental: HKD 50,000 / 58 p.s.f.
Size: 860 s.f.
Bare Shell, Low Floor
Prop.#: 32370","50,000"
Soho Tower,TSIM SHA TSUI,"Soho Tower
TSIM SHA TSUI
Rental: HKD 50,000 / 50 p.s.f.
Size: 1,000 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 31967","50,000"
Soho Tower,TSIM SHA TSUI,"Soho Tower
TSIM SHA TSUI
Rental: HKD 50,000 / 50 p.s.f.
Size: 1,000 s.f.
Fully Fitted, Low Floor
Prop.#: 58561","50,000"
Winning Centre,CENTRAL,"Winning Centre
CENTRAL
Rental: HKD 50,000 / 25 p.s.f.
Size: 2,000 s.f.
Partially Fitted, Low Floor, City View
Prop.#: 60648","50,000"
OfficePlus @Sheung Wan,SHEUNG WAN,"VR TOUR
OfficePlus @Sheung Wan
SHEUNG WAN
Rental: HKD 49,996 / 34 p.s.f.
Size: 1,450 s.f.
Furnished, Low Floor, City View
Prop.#: 4824","49,996"
Professional Building,CAUSEWAY BAY,"Professional Building
CAUSEWAY BAY
Rental: HKD 49,992 / 26 p.s.f.
Price: HKD 19.3M / 10,000 p.s.f.
Size: 1,925 s.f.
Fully Fitted, City View
Prop.#: 91992","49,992"
K Wah Centre,NORTH POINT,"K Wah Centre
NORTH POINT
Rental: HKD 49,989 / 18 p.s.f.
Size: 2,850 s.f.
Bare Shell, Low Floor, Sea View
Prop.#: 36564","49,989"
Eubank Plaza,CENTRAL,"Eubank Plaza
CENTRAL
Rental: HKD 49,966 / 30 p.s.f.
Size: 1,660 s.f.
Furnished, Low Floor, City View
Prop.#: 33931","49,966"
Beverley Commercial Centre,TSIM SHA TSUI,"Beverley Commercial Centre
TSIM SHA TSUI
Rental: HKD 49,950 / 27 p.s.f.
Price: HKD 14.6M / 7,900 p.s.f.
Size: 1,850 s.f.
Partially Fitted, Low Floor
Prop.#: 70413","49,950"
Ocean Centre,TSIM SHA TSUI,"Ocean Centre
TSIM SHA TSUI
Rental: HKD 49,830 / 30 p.s.f.
Size: 1,661 s.f.
Bare Shell, Low Floor, City View
Prop.#: 45707","49,830"
United Asia Finance Centre,WAN CHAI,"VR TOUR
United Asia Finance Centre
WAN CHAI
Rental: HKD 49,830 / 33 p.s.f.
Size: 1,510 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 13414","49,830"
Houston Centre,TSIM SHA TSUI,"Houston Centre
TSIM SHA TSUI
Rental: HKD 49,726 / 23 p.s.f.
Size: 2,162 s.f.
Fully Fitted
Prop.#: 91534","49,726"
"Chinachem Exchange Square, Two",NORTH POINT,"Chinachem Exchange Square, Two
NORTH POINT
Rental: HKD 49,720 / 22 p.s.f.
Size: 2,260 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 236","49,720"
1 Lyndhurst Tower,CENTRAL,"1 Lyndhurst Tower
CENTRAL
Rental: HKD 49,660 / 26 p.s.f.
Size: 1,910 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 57102","49,660"
"Hennessy Road, 239",WAN CHAI,"Hennessy Road, 239
WAN CHAI
Rental: HKD 49,620 / 30 p.s.f.
Size: 1,654 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 62837","49,620"
Silvercord - Tower 2,TSIM SHA TSUI,"Silvercord - Tower 2
TSIM SHA TSUI
Rental: HKD 49,566 / 33 p.s.f.
Size: 1,502 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 75580","49,566"
K Wah Centre,NORTH POINT,"K Wah Centre
NORTH POINT
Rental: HKD 49,518 / 18 p.s.f.
Size: 2,751 s.f.
Fully Fitted, Sea View
Prop.#: 92084","49,518"
Tern Commercial Building,TSIM SHA TSUI,"Tern Commercial Building
TSIM SHA TSUI
Rental: HKD 49,514 / 38 p.s.f.
Size: 1,303 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 82372","49,514"
Tern Commercial Building,TSIM SHA TSUI,"Tern Commercial Building
TSIM SHA TSUI
Rental: HKD 49,501 / 38 p.s.f.
Size: 1,303 s.f.
Fully Fitted, City View
Prop.#: 31732","49,501"
Harbour Commercial Building,SHEUNG WAN,"Harbour Commercial Building
SHEUNG WAN
Rental: HKD 49,500 / 23 p.s.f.
Size: 2,200 s.f.
Fully Fitted
Prop.#: 79711","49,500"
Chung Fung Commercial Building,TSIM SHA TSUI,"Chung Fung Commercial Building
TSIM SHA TSUI
Rental: HKD 49,438 / 38 p.s.f.
Size: 1,301 s.f.
Fully Fitted, Mid Floor
Prop.#: 72947","49,438"
The Hennessy,WAN CHAI,"The Hennessy
WAN CHAI
Rental: HKD 49,320 / 30 p.s.f.
Size: 1,644 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 47200","49,320"
Chinachem Exchange Square,QUARRY BAY,"Chinachem Exchange Square
QUARRY BAY
Rental: HKD 49,289 / 23 p.s.f.
Size: 2,143 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 88550","49,289"
China Hong Kong Tower,WAN CHAI,"China Hong Kong Tower
WAN CHAI
Rental: HKD 49,230 / 30 p.s.f.
Size: 1,641 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 537","49,230"
C C Wu Building,WAN CHAI,"C C Wu Building
WAN CHAI
Rental: HKD 49,140 / 28 p.s.f.
Size: 1,755 s.f.
Bare Shell, High Floor, City View
Prop.#: 85985","49,140"
Concordia Plaza,TSIM SHA TSUI,"Concordia Plaza
TSIM SHA TSUI
Rental: HKD 49,140 / 26 p.s.f.
Size: 1,890 s.f.
Mid Floor, City View
Prop.#: 47600","49,140"
Yam Tze Commercial Building,WAN CHAI,"Yam Tze Commercial Building
WAN CHAI
Rental: HKD 49,120 / 20 p.s.f.
Size: 2,456 s.f.
Fully Fitted
Prop.#: 74762","49,120"
Hong Kong Plaza,WESTERN / KENNEDY TOWN,"Hong Kong Plaza
WESTERN / KENNEDY TOWN
Rental: HKD 49,042 / 31 p.s.f.
Size: 1,582 s.f.
Fully Fitted
Prop.#: 87300","49,042"
Lippo Leighton Tower,CAUSEWAY BAY,"Lippo Leighton Tower
CAUSEWAY BAY
Rental: HKD 49,036 / 26 p.s.f.
Size: 1,886 s.f.
Fully Fitted, Mid Floor, Garden View
Prop.#: 12670","49,036"
"Hing Fat Street, 88",NORTH POINT,"Hing Fat Street, 88
NORTH POINT
Rental: HKD 49,000 / 35 p.s.f.
Size: 1,400 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 76763","49,000"
East Town Building,WAN CHAI,"East Town Building
WAN CHAI
Rental: HKD 48,980 / 31 p.s.f.
Size: 1,580 s.f.
Bare Shell, Low Floor, City View
Prop.#: 26631","48,980"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 48,939 / 33 p.s.f.
Size: 1,483 s.f.
High Floor
Prop.#: 92194","48,939"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 48,930 / 70 p.s.f.
Size: 699 s.f.
Bare Shell, Low Floor, City View
Prop.#: 44628","48,930"
"Electric Road, 148",NORTH POINT,"Electric Road, 148
NORTH POINT
Rental: HKD 48,916 / 28 p.s.f.
Size: 1,747 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 25189","48,916"
Lippo Sun Plaza,TSIM SHA TSUI,"Lippo Sun Plaza
TSIM SHA TSUI
Rental: HKD 48,544 / 32 p.s.f.
Size: 1,517 s.f.
Fully Fitted, City View
Prop.#: 44106","48,544"
"Wan Chai Road, 83",WAN CHAI,"Wan Chai Road, 83
WAN CHAI
Rental: HKD 48,532 / 22 p.s.f.
Size: 2,206 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 58278","48,532"
"Electric Road, 148",NORTH POINT,"Electric Road, 148
NORTH POINT
Rental: HKD 48,496 / 28 p.s.f.
Size: 1,732 s.f.
Bare Shell, Low Floor, City View
Prop.#: 66460","48,496"
K Wah Centre,NORTH POINT,"K Wah Centre
NORTH POINT
Rental: HKD 48,468 / 21 p.s.f.
Size: 2,308 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 1588","48,468"
Lippo Centre - Tower 1,ADMIRALTY,"Lippo Centre - Tower 1
ADMIRALTY
Rental: HKD 48,450 / 50 p.s.f.
Size: 969 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 8811","48,450"
Hollywood Centre,SHEUNG WAN,"Hollywood Centre
SHEUNG WAN
Rental: HKD 48,343 / 29 p.s.f.
Size: 1,667 s.f.
Bare Shell, Low Floor, City View
Prop.#: 76803","48,343"
K Wah Centre,NORTH POINT,"K Wah Centre
NORTH POINT
Rental: HKD 48,312 / 22 p.s.f.
Size: 2,196 s.f.
Low Floor
Prop.#: 90765","48,312"
Park Tower,JORDAN,"Park Tower
JORDAN
Rental: HKD 48,300 / 23 p.s.f.
Size: 2,100 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 30270","48,300"
Prosperous Building,CENTRAL,"Prosperous Building
CENTRAL
Rental: HKD 48,280 / 40 p.s.f.
Size: 1,207 s.f.
Bare Shell, High Floor, City View
Prop.#: 10827","48,280"
Prosperous Building,CENTRAL,"Prosperous Building
CENTRAL
Rental: HKD 48,280 / 40 p.s.f.
Size: 1,207 s.f.
Partially Fitted, High Floor, City View
Prop.#: 57350","48,280"
Pacific Plaza,WESTERN / KENNEDY TOWN,"Pacific Plaza
WESTERN / KENNEDY TOWN
Rental: HKD 48,216 / 28 p.s.f.
Size: 1,722 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 37217","48,216"
Westlands Centre,QUARRY BAY,"Westlands Centre
QUARRY BAY
Rental: HKD 48,160 / 20 p.s.f.
Size: 2,408 s.f.
Bare Shell, Mid Floor
Prop.#: 89264","48,160"
Austin Plaza,JORDAN,"Austin Plaza
JORDAN
Rental: HKD 48,132 / 28 p.s.f.
Size: 1,719 s.f.
Mid Floor, Park View
Prop.#: 4687","48,132"
"Pak Sha Road, 18-20 - Res",CAUSEWAY BAY,"Pak Sha Road, 18-20 - Res
CAUSEWAY BAY
Rental: HKD 48,004 / 39 p.s.f.
Size: 1,235 s.f.
Bare Shell, Mid Floor
Prop.#: 92031","48,004"
Silvercord - Tower 2,TSIM SHA TSUI,"Silvercord - Tower 2
TSIM SHA TSUI
Rental: HKD 48,004 / 44 p.s.f.
Size: 1,100 s.f.
Furnished, City View
Prop.#: 87837","48,004"
Goldsland Building,TSIM SHA TSUI,"Goldsland Building
TSIM SHA TSUI
Rental: HKD 48,003 / 21 p.s.f.
Size: 2,275 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 55240","48,003"
Fortune House,CENTRAL,"Fortune House
CENTRAL
Rental: HKD 48,000 / 20 p.s.f.
Size: 2,400 s.f.
Bare Shell, Low Floor, City View
Prop.#: 70294","48,000"
Wing Kwok Centre,JORDAN,"Wing Kwok Centre
JORDAN
Rental: HKD 48,000 / 50 p.s.f.
Size: 960 s.f.
Low Floor
Prop.#: 91943","48,000"
VC House,CENTRAL,"VC House
CENTRAL
Rental: HKD 47,998 / 37 p.s.f.
Size: 1,305 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 870","47,998"
Duke Wellington House,CENTRAL,"Duke Wellington House
CENTRAL
Rental: HKD 47,996 / 37 p.s.f.
Size: 1,300 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 8040","47,996"
Tung Kai Building,WAN CHAI,"Tung Kai Building
WAN CHAI
Rental: HKD 47,996 / 92 p.s.f.
Size: 520 s.f.
Low Floor
Prop.#: 85654","47,996"
New East Ocean Centre,TSIM SHA TSUI,"New East Ocean Centre
TSIM SHA TSUI
Rental: HKD 47,996 / 25 p.s.f.
Size: 1,959 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 9209","47,996"
VC House,CENTRAL,"VC House
CENTRAL
Rental: HKD 47,995 / 39 p.s.f.
Size: 1,220 s.f.
Fully Fitted, High Floor, City View
Prop.#: 32734","47,995"
Chung Wai Commercial Building,CAUSEWAY BAY,"Chung Wai Commercial Building
CAUSEWAY BAY
Rental: HKD 47,993 / 31 p.s.f.
Size: 1,526 s.f.
Fully Fitted, City View
Prop.#: 52953","47,993"
Ocean Centre,TSIM SHA TSUI,"Ocean Centre
TSIM SHA TSUI
Rental: HKD 47,957 / 31 p.s.f.
Size: 1,547 s.f.
Bare Shell, High Floor, City View
Prop.#: 86955","47,957"
The Loop,CENTRAL,"The Loop
CENTRAL
Rental: HKD 47,796 / 28 p.s.f.
Size: 1,707 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 27418","47,796"
Landmark South,WONG CHUK HANG,"Landmark South
WONG CHUK HANG
Rental: HKD 47,790 / 27 p.s.f.
Size: 1,770 s.f.
Bare Shell, High Floor, City View
Prop.#: 83551","47,790"
Nan Dao Commercial Building,SHEUNG WAN,"Nan Dao Commercial Building
SHEUNG WAN
Rental: HKD 47,760 / 24 p.s.f.
Price: HKD 13.5M / 6,800 p.s.f.
Size: 1,990 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 32993","47,760"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 47,600 / 70 p.s.f.
Size: 680 s.f.
Bare Shell, Low Floor, City View
Prop.#: 83789","47,600"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 47,600 / 70 p.s.f.
Size: 680 s.f.
Bare Shell, Low Floor, City View
Prop.#: 85820","47,600"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 47,600 / 70 p.s.f.
Size: 680 s.f.
Bare Shell, Low Floor, City View
Prop.#: 51319","47,600"
New Henry House,CENTRAL,"New Henry House
CENTRAL
Rental: HKD 47,600 / 70 p.s.f.
Size: 680 s.f.
Bare Shell, Low Floor, City View
Prop.#: 60072","47,600"
"Des Voeux Road West, 33",SHEUNG WAN,"Des Voeux Road West, 33
SHEUNG WAN
Rental: HKD 47,550 / 25 p.s.f.
Size: 1,902 s.f.
Bare Shell, City View
Prop.#: 89811","47,550"
LKF29 (Onfem Tower),CENTRAL,"LKF29 (Onfem Tower)
CENTRAL
Rental: HKD 47,520 / 33 p.s.f.
Size: 1,440 s.f.
Fully Fitted, Low Floor, Open View
Prop.#: 1644","47,520"
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,"Cheung Sha Wan Road, 909
CHEUNG SHA WAN / LAI CHI KOK
Rental: HKD 47,493 / 27 p.s.f.
Size: 1,759 s.f.
Fully Fitted, Low Floor
Prop.#: 88223","47,493"
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,"Cheung Sha Wan Road, 909
CHEUNG SHA WAN / LAI CHI KOK
Rental: HKD 47,493 / 27 p.s.f.
Size: 1,759 s.f.
Bare Shell, Mid Floor, Open View
Prop.#: 57454","47,493"
Sun Hung Kai Centre,WAN CHAI,"Sun Hung Kai Centre
WAN CHAI
Rental: HKD 47,430 / 62 p.s.f.
Size: 765 s.f.
Bare Shell, High Floor, City View
Prop.#: 91050","47,430"
Siu On Plaza,CAUSEWAY BAY,"Siu On Plaza
CAUSEWAY BAY
Rental: HKD 47,425 / 35 p.s.f.
Size: 1,355 s.f.
Bare Shell
Prop.#: 68744","47,425"
Chuang's Tower,CENTRAL,"Chuang's Tower
CENTRAL
Rental: HKD 47,385 / 45 p.s.f.
Size: 1,053 s.f.
Bare Shell, Low Floor
Prop.#: 2312","47,385"
Kam Sang Building,SHEUNG WAN,"Kam Sang Building
SHEUNG WAN
Rental: HKD 47,334 / 23 p.s.f.
Size: 2,058 s.f.
Bare Shell, Low Floor, City View
Prop.#: 76244","47,334"
Admiralty Centre - Tower 1,ADMIRALTY,"Admiralty Centre - Tower 1
ADMIRALTY
Rental: HKD 47,310 / 38 p.s.f.
Price: HKD 18.4M / 14,800 p.s.f.
Size: 1,245 s.f.
Partially Fitted, City View
Prop.#: 91083","47,310"
Admiralty Centre - Tower 1,ADMIRALTY,"Admiralty Centre - Tower 1
ADMIRALTY
Rental: HKD 47,310 / 38 p.s.f.
Price: HKD 17.7M / 14,200 p.s.f.
Size: 1,245 s.f.
Partially Fitted, City View
Prop.#: 90743","47,310"
Landmark South,WONG CHUK HANG,"Landmark South
WONG CHUK HANG
Rental: HKD 47,304 / 27 p.s.f.
Size: 1,752 s.f.
Bare Shell, High Floor, Mountain View
Prop.#: 83549","47,304"
Lee & Man Commercial Center,NORTH POINT,"Lee & Man Commercial Center
NORTH POINT
Rental: HKD 47,196 / 27 p.s.f.
Size: 1,748 s.f.
Partially Fitted, Mid Floor, City View
Prop.#: 88492","47,196"
Chinachem Golden Plaza,TSIM SHA TSUI,"Chinachem Golden Plaza
TSIM SHA TSUI
Rental: HKD 47,150 / 23 p.s.f.
Size: 2,050 s.f.
Bare Shell, High Floor, City View
Prop.#: 29695","47,150"
China Insurance Building,TSIM SHA TSUI,"China Insurance Building
TSIM SHA TSUI
Rental: HKD 47,040 / 28 p.s.f.
Size: 1,680 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 76479","47,040"
Wyndham Place,CENTRAL,"Wyndham Place
CENTRAL
Rental: HKD 47,040 / 28 p.s.f.
Size: 1,680 s.f.
Fully Fitted, City View
Prop.#: 88803","47,040"
"Electric Road, 148",NORTH POINT,"Electric Road, 148
NORTH POINT
Rental: HKD 46,984 / 28 p.s.f.
Size: 1,678 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 13248","46,984"
Lippo Sun Plaza,TSIM SHA TSUI,"Lippo Sun Plaza
TSIM SHA TSUI
Rental: HKD 46,976 / 32 p.s.f.
Size: 1,468 s.f.
Partially Fitted, Mid Floor, Partial Seaview
Prop.#: 89220","46,976"
One Hysan Avenue,CAUSEWAY BAY,"One Hysan Avenue
CAUSEWAY BAY
Rental: HKD 46,896 / 48 p.s.f.
Size: 977 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 50787","46,896"
Grand Century Place - Tower I,MONG KOK / TAI KOK TSUI,"Grand Century Place - Tower I
MONG KOK / TAI KOK TSUI
Rental: HKD 46,800 / 36 p.s.f.
Size: 1,300 s.f.
Mid Floor
Prop.#: 82412","46,800"
Admiralty Centre - Tower 1,ADMIRALTY,"Admiralty Centre - Tower 1
ADMIRALTY
Rental: HKD 46,740 / 38 p.s.f.
Price: HKD 17.8M / 14,500 p.s.f.
Size: 1,230 s.f.
Partially Fitted, City View
Prop.#: 91084","46,740"
Printing House,CENTRAL,"Printing House
CENTRAL
Rental: HKD 46,695 / 55 p.s.f.
Size: 849 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 73864","46,695"
Max Share Centre,NORTH POINT,"Max Share Centre
NORTH POINT
Rental: HKD 46,690 / 23 p.s.f.
Price: HKD 15.0M / 7,389 p.s.f.
Size: 2,030 s.f.
Fully Fitted, Mid Floor
Prop.#: 2122","46,690"
Eubank Plaza,CENTRAL,"Eubank Plaza
CENTRAL
Rental: HKD 46,683 / 39 p.s.f.
Price: HKD 20.3M / 17,000 p.s.f.
Size: 1,197 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 60133","46,683"
"Metropolis Tower, The",HUNG HOM / TO KWA WAN,"Metropolis Tower, The
HUNG HOM / TO KWA WAN
Rental: HKD 46,656 / 32 p.s.f.
Size: 1,458 s.f.
Mid Floor
Prop.#: 63248","46,656"
Chinachem Golden Plaza,TSIM SHA TSUI,"Chinachem Golden Plaza
TSIM SHA TSUI
Rental: HKD 46,620 / 28 p.s.f.
Size: 1,665 s.f.
Fully Fitted, High Floor, City View
Prop.#: 45929","46,620"
Wing On Cheong Building,SHEUNG WAN,"Wing On Cheong Building
SHEUNG WAN
Rental: HKD 46,603 / 24 p.s.f.
Size: 1,941 s.f.
Partially Fitted, Low Floor, City View
Prop.#: 27271","46,603"
Sands Building,TSIM SHA TSUI,"Sands Building
TSIM SHA TSUI
Rental: HKD 46,528 / 32 p.s.f.
Size: 1,454 s.f.
Mid Floor
Prop.#: 91641","46,528"
Sands Building,TSIM SHA TSUI,"Sands Building
TSIM SHA TSUI
Rental: HKD 46,528 / 32 p.s.f.
Size: 1,454 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 90563","46,528"
"King's Road, 1063",QUARRY BAY,"King's Road, 1063
QUARRY BAY
Rental: HKD 46,512 / 38 p.s.f.
Size: 1,224 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 4585","46,512"
Guangdong Finance Building,SHEUNG WAN,"Guangdong Finance Building
SHEUNG WAN
Rental: HKD 46,420 / 22 p.s.f.
Size: 2,110 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 53343","46,420"
Chinachem Golden Plaza,TSIM SHA TSUI,"Chinachem Golden Plaza
TSIM SHA TSUI
Rental: HKD 46,414 / 23 p.s.f.
Size: 2,018 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 30681","46,414"
Park Tower,JORDAN,"Park Tower
JORDAN
Rental: HKD 46,350 / 45 p.s.f.
Size: 1,030 s.f.
Bare Shell, Low Floor
Prop.#: 87064","46,350"
Strand 50 (Bonham Trade Centre),SHEUNG WAN,"Strand 50 (Bonham Trade Centre)
SHEUNG WAN
Rental: HKD 46,260 / 30 p.s.f.
Size: 1,542 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 30267","46,260"
